stemming,sampling,features,algorithms,accuracy,precision,recall,f1,auc_roc
large,over,tfidf,Decision Tree,0.7852025691699605,0.8279816513761468,0.4170196380438968,0.5546734955185659,0.6946916451991867
large,over,tfidf,Random Forest,0.7992835968379447,0.986,0.3796688486715441,0.5482346399777592,0.9540731072818015
large,over,tfidf_pos,Logistic Regression,0.9744318181818182,0.9715864246250987,0.948016942626107,0.9596569869421165,0.995592785694294
large,over,tfidf_pos,K-Nearest Neighbors,0.9919713438735178,0.9780966767371602,0.9973045822102425,0.9876072449952336,0.999023801226015
large,over,tfidf_pos,Support Vector Machine,0.7679100790513834,0.7643593519882179,0.3996919522525991,0.5249051833122629,0.8142411932914886
large,over,tfidf_pos,Naive Bayes,0.9503458498023716,0.9356887653830885,0.9075856757797459,0.921422986708366,0.9829301060304101
large,over,tfidf_pos,Decision Tree,0.7858201581027668,0.9161041465766635,0.36580670003850596,0.522839845899835,0.6771022462655197
large,over,tfidf_pos,Random Forest,0.7950839920948617,0.9905857740585774,0.36465152098575276,0.5330706445257528,0.9503278259084876
large,over,tfidf_pos_liwc,Logistic Regression,0.9504693675889329,0.9590301003344481,0.8833269156719291,0.9196231709761474,0.9874393096851087
large,over,tfidf_pos_liwc,K-Nearest Neighbors,0.9400938735177866,0.8441981747066493,0.9973045822102425,0.9143865842894968,0.9981195866956032
large,over,tfidf_pos_liwc,Support Vector Machine,0.3158349802371542,0.3087623504940198,0.9145167500962649,0.4616580814462047,0.5613918811716598
large,over,tfidf_pos_liwc,Naive Bayes,0.9148962450592886,0.9045801526717557,0.8213323065075087,0.8609485368314833,0.9677047732905966
large,over,tfidf_pos_liwc,Decision Tree,0.7811264822134387,0.8559102674719585,0.38197920677705044,0.5282215122470714,0.6801349326439653
large,over,tfidf_pos_liwc,Random Forest,0.7996541501976284,0.987987987987988,0.38005390835579517,0.5489432703003336,0.9451832282594455
